timestamp,cpu_pct,mem_pct,latency_ms,error_rate,requests_per_sec
2024-06-01 00:22:20,23.97,49.9,24.3,0.0,137.0
2024-06-01 00:22:30,53.6,44.76,29.0,0.0,141.0
2024-06-01 00:22:40,25.6,64.59,26.8,0.0,113.0
2024-06-01 00:22:50,31.14,58.59,44.0,0.0,118.0
2024-06-01 00:23:00,44.76,47.68,6.0,0.0,82.0
2024-06-01 00:23:10,20.23,47.64,1.2,0.0,111.0
2024-06-01 00:23:20,37.73,55.31,14.7,0.0,142.0
2024-06-01 00:23:30,50.69,71.35,48.8,0.0,134.0
2024-06-01 00:23:40,15.71,55.92,9.0,0.0,133.0
2024-06-01 00:23:50,37.22,45.97,44.8,0.0,121.0
2024-06-01 00:24:00,38.12,56.03,140.1,0.0,120.0
2024-06-01 00:24:10,44.38,55.82,3.9,0.0,103.0
2024-06-01 00:24:20,20.16,36.42,44.7,0.0,137.0
2024-06-01 00:24:30,19.15,57.57,23.5,0.0,131.0
2024-06-01 00:24:40,41.26,56.15,81.0,0.0,132.0
2024-06-01 00:24:50,38.56,63.57,7.8,0.0,107.0
2024-06-01 00:25:00,92.0,72.79,47.2,0.0,66.0
2024-06-01 00:25:10,96.0,67.01,72.8,0.0,147.0
2024-06-01 00:25:20,99.0,55.85,115.7,0.0,108.0
2024-06-01 00:25:30,97.0,49.15,46.0,0.0,98.0
2024-06-01 00:25:40,94.0,78.59,27.5,0.0,137.0
2024-06-01 00:25:50,26.43,58.47,38.5,0.0,110.0
2024-06-01 00:26:00,57.39,58.11,81.3,0.0,146.0
2024-06-01 00:26:10,40.69,57.81,33.8,0.0,135.0
2024-06-01 00:26:20,20.7,59.58,1.2,0.0,137.0
2024-06-01 00:26:30,42.88,56.85,106.9,0.0,86.0
2024-06-01 00:26:40,23.3,53.41,46.8,0.0,150.0
2024-06-01 00:26:50,44.45,53.63,45.1,0.0,127.0
2024-06-01 00:27:00,48.9,57.74,9.7,0.0,111.0
2024-06-01 00:27:10,25.15,53.65,43.0,0.0,124.0
2024-06-01 00:27:20,46.56,52.3,20.0,0.0,76.0
2024-06-01 00:27:30,39.95,58.85,42.1,0.0,130.0
2024-06-01 00:27:40,44.86,55.96,4.5,0.0,94.0
2024-06-01 00:27:50,57.76,70.03,42.9,0.0,86.0
2024-06-01 00:28:00,32.06,36.79,297.7,0.0,82.0
2024-06-01 00:28:10,25.96,66.73,2.0,0.0,148.0
2024-06-01 00:28:20,24.33,67.97,151.2,0.0,104.0
2024-06-01 00:28:30,25.21,41.41,20.9,0.0,158.0
2024-06-01 00:28:40,34.07,55.26,81.8,0.0,107.0
2024-06-01 00:28:50,39.09,55.03,61.0,0.2944,77.0
2024-06-01 00:29:00,38.32,46.74,33.5,0.1525,92.0
2024-06-01 00:29:10,44.93,51.78,53.6,0.0,151.0
2024-06-01 00:29:20,35.16,49.12,84.3,0.0,116.0
2024-06-01 00:29:30,52.44,72.02,20.7,0.0,106.0
2024-06-01 00:29:40,31.82,65.49,15.8,0.0,124.0
2024-06-01 00:29:50,67.64,68.17,44.1,0.0,133.0
2024-06-01 00:30:00,42.51,63.77,66.0,0.0,148.0
2024-06-01 00:30:10,24.71,48.97,57.5,0.0,156.0
2024-06-01 00:30:20,22.15,53.8,63.9,0.0,111.0
2024-06-01 00:30:30,40.79,61.91,22.9,0.0,87.0
2024-06-01 00:30:40,32.32,48.22,68.1,0.0,110.0
2024-06-01 00:30:50,43.57,63.7,5.1,0.0,127.0
2024-06-01 00:31:00,40.68,56.08,31.5,0.0,96.0
2024-06-01 00:31:10,34.13,55.0,0.2,0.0,96.0
2024-06-01 00:31:20,24.84,63.69,15.7,0.0,129.0
2024-06-01 00:31:30,16.82,61.55,18.3,0.0,119.0
2024-06-01 00:31:40,29.64,55.11,20.2,0.0,121.0
2024-06-01 00:31:50,45.28,67.27,47.6,0.0,101.0
2024-06-01 00:32:00,37.57,49.35,19.7,0.0,114.0
2024-06-01 00:32:10,20.05,62.93,23.8,0.0,97.0
2024-06-01 00:32:20,37.08,62.74,10.8,0.0,142.0
2024-06-01 00:32:30,39.62,55.52,18.7,0.0,146.0
2024-06-01 00:32:40,24.39,60.61,10.3,0.0,74.0
2024-06-01 00:32:50,36.84,47.99,3.0,0.0,97.0
2024-06-01 00:33:00,35.7,65.39,37.0,0.0,83.0
2024-06-01 00:33:10,21.28,56.52,44.1,0.0,104.0
2024-06-01 00:33:20,39.29,53.82,38.6,0.0,118.0
2024-06-01 00:33:30,41.73,66.39,24.9,0.0,84.0
2024-06-01 00:33:40,48.0,52.37,19.1,0.0,97.0
2024-06-01 00:33:50,47.65,46.73,79.6,0.0,95.0
2024-06-01 00:34:00,18.47,45.55,29.3,0.0,125.0
2024-06-01 00:34:10,23.75,62.85,26.1,0.0,122.0
2024-06-01 00:34:20,41.18,47.76,1.0,0.0,102.0
2024-06-01 00:34:30,41.17,72.04,16.7,0.0,124.0
2024-06-01 00:34:40,41.18,41.34,19.1,0.0,106.0
2024-06-01 00:34:50,81.23,71.57,20.4,0.0,113.0
2024-06-01 00:35:00,41.85,59.69,34.7,0.0,162.0
2024-06-01 00:35:10,48.63,57.23,30.5,0.0,154.0
2024-06-01 00:35:20,46.45,53.64,37.5,0.0,88.0
2024-06-01 00:35:30,42.82,61.19,57.9,0.0,141.0
2024-06-01 00:35:40,31.22,57.7,67.1,0.0781,140.0
2024-06-01 00:35:50,44.11,66.83,50.7,0.0,91.0
2024-06-01 00:36:00,25.73,58.91,124.5,0.0,140.0
2024-06-01 00:36:10,32.16,59.2,0.7,0.0,158.0
2024-06-01 00:36:20,29.18,55.09,8.7,0.0,92.0
2024-06-01 00:36:30,35.98,57.54,0.3,0.0,97.0
2024-06-01 00:36:40,62.78,60.46,41.7,0.0,145.0
2024-06-01 00:36:50,12.59,44.32,91.3,0.0,127.0
2024-06-01 00:37:00,43.24,47.21,11.2,0.3595,134.0
2024-06-01 00:37:10,15.65,63.95,104.7,0.0,129.0
2024-06-01 00:37:20,29.34,59.37,2.5,0.0,130.0
2024-06-01 00:37:30,48.07,56.53,109.0,0.0,87.0
2024-06-01 00:37:40,35.77,58.15,17.3,0.0,146.0
2024-06-01 00:37:50,22.07,60.78,4.3,0.0,149.0
2024-06-01 00:38:00,26.42,53.68,26.6,0.0,114.0
2024-06-01 00:38:10,43.16,51.77,11.9,0.0,119.0
2024-06-01 00:38:20,26.24,59.57,13.4,0.0,82.0
2024-06-01 00:38:30,37.6,50.17,14.7,0.0,133.0
2024-06-01 00:38:40,35.55,61.27,65.0,0.0,134.0
2024-06-01 00:38:50,27.18,44.38,31.0,0.0,118.0
2024-06-01 00:39:00,60.73,66.23,14.9,0.0,148.0
2024-06-01 00:39:10,42.61,61.78,37.7,0.0,112.0
2024-06-01 00:39:20,10.7,60.05,50.4,0.0,134.0
2024-06-01 00:39:30,37.24,65.86,12.7,0.0,95.0
2024-06-01 00:39:40,27.06,71.32,21.3,0.0,119.0
2024-06-01 00:39:50,45.23,66.11,5.2,0.0,116.0
2024-06-01 00:40:00,25.49,43.27,8.0,0.0,126.0
2024-06-01 00:40:10,33.62,47.76,45.7,0.0,111.0
2024-06-01 00:40:20,41.06,53.0,8.0,0.0,117.0
2024-06-01 00:40:30,45.39,58.21,29.8,0.0,141.0
2024-06-01 00:40:40,20.6,62.14,49.4,0.0,109.0
2024-06-01 00:40:50,30.99,52.19,4.5,0.0,80.0
2024-06-01 00:41:00,29.3,59.49,33.5,0.0,164.0
2024-06-01 00:41:10,27.16,51.96,11.9,0.0,155.0
2024-06-01 00:41:20,56.19,53.11,131.8,0.0,88.0
2024-06-01 00:41:30,39.86,46.75,26.4,0.0,137.0
2024-06-01 00:41:40,19.87,,65.6,0.0,107.0
2024-06-01 00:41:50,46.01,47.19,32.0,0.0,127.0
2024-06-01 00:42:00,60.47,50.19,1.8,0.0,127.0
2024-06-01 00:42:10,47.39,66.43,40.1,0.0,114.0
2024-06-01 00:42:20,16.77,50.4,121.0,0.0,100.0
2024-06-01 00:42:30,29.19,79.06,36.8,0.0,103.0
2024-06-01 00:42:40,50.2,61.95,68.4,0.0,97.0
2024-06-01 00:42:50,26.51,59.48,86.2,0.0,99.0
2024-06-01 00:43:00,40.33,51.13,10.4,0.0,118.0
2024-06-01 00:43:10,44.3,63.6,9.5,0.0,102.0
2024-06-01 00:43:20,23.88,53.39,37.8,0.0,137.0
2024-06-01 00:43:30,34.29,58.98,21.2,0.0,157.0
2024-06-01 00:43:40,1.0,78.48,73.3,0.0,105.0
2024-06-01 00:43:50,22.71,57.23,92.1,0.0,126.0
2024-06-01 00:44:00,31.97,67.19,17.4,0.0,132.0
2024-06-01 00:44:10,20.03,52.37,10.8,0.0,132.0
2024-06-01 00:44:20,54.59,57.72,60.7,0.0,122.0
2024-06-01 00:44:30,17.84,72.17,12.9,0.0,139.0
2024-06-01 00:44:40,29.72,52.98,69.2,0.0,132.0
2024-06-01 00:44:50,36.57,72.5,22.0,0.0,89.0
2024-06-01 00:45:00,52.3,63.66,44.1,0.0,142.0
2024-06-01 00:45:10,17.77,53.5,4.0,0.0,142.0
2024-06-01 00:45:20,48.96,63.06,39.1,0.0,101.0
2024-06-01 00:45:30,35.12,65.78,24.0,0.0,121.0
2024-06-01 00:45:40,23.22,62.97,35.3,0.0,137.0
2024-06-01 00:45:50,40.55,45.44,7.4,0.0,115.0
2024-06-01 00:46:00,37.39,52.18,53.4,0.0,147.0
2024-06-01 00:46:10,27.8,56.02,79.5,0.0,179.0
2024-06-01 00:46:20,35.84,57.4,9.8,0.0,100.0
2024-06-01 00:46:30,30.38,62.97,4.0,0.0,85.0
2024-06-01 00:46:40,36.36,59.42,1.0,0.0,128.0
2024-06-01 00:46:50,42.95,47.32,41.1,0.0,138.0
2024-06-01 00:47:00,54.03,61.04,37.4,0.0,114.0
2024-06-01 00:47:10,20.15,62.88,31.6,0.0,156.0
2024-06-01 00:47:20,60.6,62.48,10.6,0.1053,87.0
2024-06-01 00:47:30,11.57,66.65,19.8,0.0,137.0
2024-06-01 00:47:40,33.18,64.67,36.1,0.0,105.0
2024-06-01 00:47:50,42.06,61.67,27.5,0.0,163.0
2024-06-01 00:48:00,38.37,57.44,176.2,0.0,170.0
2024-06-01 00:48:10,27.53,44.71,5.9,0.0,101.0
2024-06-01 00:48:20,32.5,61.44,47.5,0.0,106.0
2024-06-01 00:48:30,29.08,59.66,20.7,0.0,141.0
2024-06-01 00:48:40,27.93,60.17,22.4,0.0,110.0
2024-06-01 00:48:50,45.2,47.79,50.6,0.0,119.0
2024-06-01 00:49:00,39.28,49.35,47.2,0.0,121.0
2024-06-01 00:49:10,26.69,66.43,189.6,0.0,72.0
2024-06-01 00:49:20,45.8,57.68,5.5,0.0,120.0
2024-06-01 00:49:30,38.69,63.45,4.4,0.0,103.0
2024-06-01 00:49:40,44.75,58.23,51.5,0.0,108.0
2024-06-01 00:49:50,42.56,58.24,34.5,0.0,156.0
2024-06-01 00:50:00,25.05,65.51,850.0,0.0,89.0
2024-06-01 00:50:10,28.28,53.87,920.0,0.0,140.0
2024-06-01 00:50:20,43.97,58.77,1100.0,0.0,113.0
2024-06-01 00:50:30,42.32,54.3,780.0,0.0,113.0
2024-06-01 00:50:40,34.75,54.52,8.5,0.0,140.0
2024-06-01 00:50:50,36.41,55.53,15.6,0.0,129.0
2024-06-01 00:51:00,50.33,59.78,10.3,0.0,134.0
2024-06-01 00:51:10,27.9,54.17,17.5,0.0,144.0
2024-06-01 00:51:20,41.57,68.05,2.9,0.0,112.0
2024-06-01 00:51:30,32.57,50.84,29.3,0.0,105.0
2024-06-01 00:51:40,32.39,56.51,2.8,0.0,93.0
2024-06-01 00:51:50,48.19,54.48,64.4,0.0,99.0
2024-06-01 00:52:00,44.9,69.58,10.6,0.0,194.0
2024-06-01 00:52:10,44.76,59.57,31.1,0.0,151.0
2024-06-01 00:52:20,50.67,66.25,84.8,0.0,86.0
2024-06-01 00:52:30,35.25,46.12,42.1,0.0,87.0
2024-06-01 00:52:40,43.18,60.14,30.5,0.0,132.0
2024-06-01 00:52:50,31.28,65.12,15.7,0.0,134.0
2024-06-01 00:53:00,38.89,58.66,16.2,0.0,134.0
2024-06-01 00:53:10,33.44,66.52,44.3,0.0,114.0
2024-06-01 00:53:20,36.16,53.86,205.6,0.0,117.0
2024-06-01 00:53:30,42.14,69.27,43.4,0.0,128.0
2024-06-01 00:53:40,25.18,76.39,32.6,0.0,122.0
2024-06-01 00:53:50,60.11,55.1,52.5,0.0,65.0
2024-06-01 00:54:00,22.93,54.44,25.0,0.0,114.0
2024-06-01 00:54:10,20.43,69.63,2.5,0.0,99.0
2024-06-01 00:54:20,48.9,70.64,33.0,0.0,124.0
2024-06-01 00:54:30,44.5,53.82,126.4,0.0,195.0
2024-06-01 00:54:40,42.49,54.64,7.7,0.0,129.0
2024-06-01 00:54:50,42.54,55.75,46.8,0.0,112.0
2024-06-01 00:55:00,34.85,47.24,9.0,0.0,143.0
2024-06-01 00:55:10,24.23,50.65,30.7,0.0,132.0
2024-06-01 00:55:20,35.91,49.97,4.1,0.0,131.0
2024-06-01 00:55:30,26.87,51.86,23.9,0.0,135.0
2024-06-01 00:55:40,46.7,57.72,56.5,0.0,171.0
2024-06-01 00:55:50,33.24,59.87,17.1,0.3667,92.0
2024-06-01 00:56:00,25.09,70.4,43.7,0.0,132.0
2024-06-01 00:56:10,31.14,50.01,63.5,0.0,97.0
2024-06-01 00:56:20,39.96,65.87,104.8,0.0,134.0
2024-06-01 00:56:30,28.24,56.29,10.7,0.0,97.0
2024-06-01 00:56:40,25.13,57.6,20.4,0.0,110.0
2024-06-01 00:56:50,37.92,63.4,6.6,0.0,113.0
2024-06-01 00:57:00,37.94,49.02,195.6,0.0,144.0
2024-06-01 00:57:10,28.92,61.06,104.7,0.0,143.0
2024-06-01 00:57:20,29.35,59.33,31.1,0.0,89.0
2024-06-01 00:57:30,37.78,61.94,73.8,0.0,121.0
2024-06-01 00:57:40,17.62,60.31,29.4,0.0,102.0
2024-06-01 00:57:50,18.11,77.64,39.1,0.0,89.0
2024-06-01 00:58:00,26.38,52.9,3.7,0.0,115.0
2024-06-01 00:58:10,32.44,53.75,56.3,0.0,112.0
2024-06-01 00:58:20,38.73,53.01,5.5,0.0,181.0
2024-06-01 00:58:30,52.7,53.56,70.0,0.0,131.0
2024-06-01 00:58:40,45.29,52.9,60.9,0.0,86.0
2024-06-01 00:58:50,33.08,67.51,49.3,0.0,106.0
2024-06-01 00:59:00,34.77,69.36,1.5,0.0,146.0
2024-06-01 00:59:10,22.97,53.43,14.4,0.0,172.0
2024-06-01 00:59:20,34.78,51.34,12.2,0.0,80.0
2024-06-01 00:59:30,31.54,61.77,17.9,0.0,73.0
2024-06-01 00:59:40,38.87,53.58,3.7,0.0,167.0
2024-06-01 00:59:50,25.07,63.06,110.6,0.0,130.0
2024-06-01 01:00:00,41.23,59.62,32.3,0.0,98.0
2024-06-01 01:00:10,53.39,45.87,14.6,0.0,133.0
2024-06-01 01:00:20,33.69,70.38,20.2,0.0,54.0
2024-06-01 01:00:30,39.82,72.37,23.7,0.0,120.0
2024-06-01 01:00:40,43.28,53.1,36.7,0.0,128.0
2024-06-01 01:00:50,30.19,54.9,29.0,0.0,143.0
2024-06-01 01:01:00,37.69,60.29,100.7,0.0,95.0
2024-06-01 01:01:10,35.15,60.68,27.5,0.0,122.0
2024-06-01 01:01:20,36.17,63.27,193.9,0.0,97.0
2024-06-01 01:01:30,25.72,74.08,76.3,0.0,126.0
2024-06-01 01:01:40,35.29,56.58,9.4,0.0,98.0
2024-06-01 01:01:50,40.98,51.61,106.7,0.0,110.0
2024-06-01 01:02:00,52.41,46.97,4.9,0.0,95.0
2024-06-01 01:02:10,46.51,52.15,68.0,0.0,136.0
2024-06-01 01:02:20,60.84,57.73,19.2,0.0,141.0
2024-06-01 01:02:30,25.79,72.36,84.1,0.0,114.0
2024-06-01 01:02:40,45.47,53.86,81.0,0.0,121.0
2024-06-01 01:02:50,37.2,59.79,65.6,0.0,84.0
2024-06-01 01:03:00,61.28,57.87,62.4,0.0,113.0
2024-06-01 01:03:10,25.3,67.51,14.5,0.0,119.0
2024-06-01 01:03:20,24.92,78.22,3.4,0.0,186.0
2024-06-01 01:03:30,27.81,53.75,20.6,0.0,92.0
2024-06-01 01:03:40,9.51,54.08,7.6,0.0,157.0
2024-06-01 01:03:50,28.69,66.35,47.5,0.0,145.0
2024-06-01 01:04:00,25.89,63.46,17.0,0.0,127.0
2024-06-01 01:04:10,36.8,72.77,148.5,0.0,164.0
2024-06-01 01:04:20,39.1,62.67,41.0,0.0566,129.0
2024-06-01 01:04:30,57.51,55.13,69.1,0.0,130.0
2024-06-01 01:04:40,46.41,62.73,5.7,0.0,119.0
2024-06-01 01:04:50,28.08,66.87,79.2,0.0,151.0
2024-06-01 01:05:00,24.22,64.56,102.4,0.0,147.0
2024-06-01 01:05:10,40.9,62.06,26.7,0.0,104.0
2024-06-01 01:05:20,19.16,66.53,37.3,0.0,87.0
2024-06-01 01:05:30,56.98,67.35,57.9,0.0,115.0
2024-06-01 01:05:40,49.15,69.06,7.7,0.0,100.0
2024-06-01 01:05:50,29.37,63.19,27.9,0.0,118.0
2024-06-01 01:06:00,14.44,56.66,20.3,0.0,151.0
2024-06-01 01:06:10,51.25,59.17,6.3,0.0,109.0
2024-06-01 01:06:20,33.63,67.65,18.3,0.0,119.0
2024-06-01 01:06:30,49.85,51.46,2.8,0.0,121.0
2024-06-01 01:06:40,15.87,60.95,1.0,,141.0
2024-06-01 01:06:50,27.81,54.85,5.8,0.0,64.0
2024-06-01 01:07:00,35.06,58.23,132.0,0.0,105.0
2024-06-01 01:07:10,35.56,68.23,31.9,0.0,125.0
2024-06-01 01:07:20,29.6,59.53,135.0,0.0,150.0
2024-06-01 01:07:30,42.47,58.37,22.7,0.0,108.0
2024-06-01 01:07:40,22.19,47.12,14.9,0.0,73.0
2024-06-01 01:07:50,33.29,63.97,28.2,0.0,135.0
2024-06-01 01:08:00,36.44,63.16,23.2,0.0,104.0
2024-06-01 01:08:10,41.17,75.31,4.5,0.0,90.0
2024-06-01 01:08:20,43.54,55.54,41.0,0.0,104.0
2024-06-01 01:08:30,21.5,59.75,9.7,0.0,115.0
2024-06-01 01:08:40,16.59,60.0,38.7,0.0,105.0
2024-06-01 01:08:50,50.33,70.62,42.0,0.0,65.0
2024-06-01 01:09:00,38.99,57.24,6.6,0.0,142.0
2024-06-01 01:09:10,26.02,60.23,2.5,0.0,152.0
2024-06-01 01:09:20,53.61,62.86,60.7,0.2066,136.0
2024-06-01 01:09:30,36.39,59.49,24.6,0.0,92.0
2024-06-01 01:09:40,49.15,54.43,2.4,0.0,115.0
2024-06-01 01:09:50,35.81,59.55,210.9,0.0,120.0
2024-06-01 01:10:00,59.73,66.59,2.4,0.0,135.0
